input,ckpt,sample,protein,isotype,pcc,spearman,std_true
raw,holdout_tonsil,A1LN,CD68,False,-0.04421781511305446,-0.08864427536412631,0.6922484040260315
raw,holdout_tonsil,A1LN,CD8A,False,0.3532832083792462,0.4332818154008036,0.5597680807113647
raw,holdout_tonsil,A1LN,CEACAM8,False,0.08569268478614925,-0.006712121203961869,1.7214621305465698
raw,holdout_tonsil,A1LN,CR2,False,-0.03641145002240265,-0.08204644767873703,0.3152431547641754
raw,holdout_tonsil,A1LN,CXCR5,False,0.26713880454359457,0.36273418421865916,0.7962615489959717
raw,holdout_tonsil,A1LN,EPCAM,False,0.0329020610834121,0.07016771217896987,0.4880926012992859
raw,holdout_tonsil,A1LN,FCGR3A,False,0.1721061615604582,0.3416689751405602,2.5281803607940674
raw,holdout_tonsil,A1LN,HLA_DRA,False,0.3519173024548467,0.39917883698776396,0.8589324951171875
raw,holdout_tonsil,A1LN,ITGAM,False,0.248267617634466,0.19382181140408147,0.6453465819358826
raw,holdout_tonsil,A1LN,ITGAX,False,0.23060149738862779,0.219471232917768,0.7090064287185669
raw,holdout_tonsil,A1LN,KRT5,False,-0.11016220413074371,-0.021918489107214906,2.491554021835327
raw,holdout_tonsil,A1LN,MS4A1,False,0.15797091373470787,0.15127634882188046,0.7290773391723633
raw,holdout_tonsil,A1LN,PAX5,False,0.18680188373866435,0.19507200890408766,1.3240177631378174
raw,holdout_tonsil,A1LN,PCNA,False,0.3457352983053843,0.4200503341821639,0.6217760443687439
raw,holdout_tonsil,A1LN,PDCD1,False,-0.10901342332723866,-0.16980138172769993,0.4648968577384949
raw,holdout_tonsil,A1LN,PECAM1,False,0.42803101126447207,0.4830854648875145,0.4987795650959015
raw,holdout_tonsil,A1LN,PTPRC_1,False,0.150308450419917,0.16466363923502506,0.4473893344402313
raw,holdout_tonsil,A1LN,PTPRC_2,False,0.2214239418644386,0.29413371775888536,0.5496691465377808
raw,holdout_tonsil,A1LN,SDC1,False,-0.07229418463242286,0.08717894206373594,1.2163556814193726
raw,holdout_tonsil,A1LN,VIM,False,-0.36730492276657,-0.25856974602345134,0.5705645680427551
raw,holdout_tonsil,A1LN,mouse_IgG1k,True,-0.16749872604519475,-0.05842443946729107,0.8905408978462219
raw,holdout_tonsil,A1LN,mouse_IgG2a,True,-0.09330894849347889,0.02566681796467908,1.1811292171478271
raw,holdout_tonsil,A1LN,mouse_IgG2bk,True,-0.08279409774516429,0.05400211074543227,2.0679969787597656
raw,holdout_tonsil,A1LN,rat_IgG2a,True,0.06965758953921618,0.11581004438892756,0.5108078718185425
raw,holdout_tonsil,A1TNSL,ACTA2,False,0.5867148587531736,0.721722117416516,0.9816176295280457
raw,holdout_tonsil,A1TNSL,BCL2,False,-0.3315786774740173,-0.3621273853759112,0.41672930121421814
raw,holdout_tonsil,A1TNSL,CCR7,False,0.10810116172173377,0.10056371239721947,0.3251306712627411
raw,holdout_tonsil,A1TNSL,CD14,False,0.29748531006517115,0.285074720025986,0.32268577814102173
raw,holdout_tonsil,A1TNSL,CD163,False,0.12957470579318978,0.1423317473489674,0.32056933641433716
raw,holdout_tonsil,A1TNSL,CD19,False,0.22647085533602435,0.27591970464337556,0.31155577301979065
raw,holdout_tonsil,A1TNSL,CD27,False,0.217207313407989,0.26401748239317896,0.34487611055374146
raw,holdout_tonsil,A1TNSL,CD274,False,0.20964111623754667,0.28684678864368957,0.9813857674598694
raw,holdout_tonsil,A1TNSL,CD3E,False,0.6190490814702785,0.6557780349443296,0.6660586595535278
raw,holdout_tonsil,A1TNSL,CD4,False,0.12670457876571997,0.08749130621980306,0.3263619840145111
raw,holdout_tonsil,A1TNSL,CD40,False,0.1252242935486987,0.11234079906311241,0.3236820101737976
raw,holdout_tonsil,A1TNSL,CD68,False,0.06053456616481015,0.08863883032282155,0.5548874139785767
raw,holdout_tonsil,A1TNSL,CD8A,False,0.4863035672943236,0.5065892590999561,0.7114025354385376
raw,holdout_tonsil,A1TNSL,CEACAM8,False,-0.14081240103218481,-0.27090720730965967,1.4316502809524536
raw,holdout_tonsil,A1TNSL,CR2,False,0.009000235732156697,-0.09023685091482189,0.30960702896118164
raw,holdout_tonsil,A1TNSL,CXCR5,False,0.513304689999689,0.6749265887964844,0.7084229588508606
raw,holdout_tonsil,A1TNSL,EPCAM,False,0.29519600857398914,0.32486137184311425,0.36791327595710754
raw,holdout_tonsil,A1TNSL,FCGR3A,False,0.05053436563219463,0.12844240395371123,2.3800911903381348
raw,holdout_tonsil,A1TNSL,HLA_DRA,False,0.3361839852287593,0.38890717687147186,0.7376915812492371
raw,holdout_tonsil,A1TNSL,ITGAM,False,0.17303730596702302,0.23239777930011626,0.49889442324638367
raw,holdout_tonsil,A1TNSL,ITGAX,False,0.2212670497000828,0.2626513286034198,0.4601469039916992
